id_transaccion,fecha_venta,producto,cantidad,precio_unitario,cliente_id,provincia,metodo_pago,vendedor,costo_envio
TRX-10210,2023-12-01,Vino Chardonnay,24,10318.52,CLI-1118,San Juan,App Mobile,Luis Rodriguez,1388.68
TRX-10698,2023-05-15,Vino Rosado,5,7184.08,CLI-1405,La Rioja,Transferencia,Soporte Ventas,439.68
TRX-10354,2023-03-23,Bonarda,5,8561.3,CLI-757,La Rioja,App Mobile,Juan Pérez,487.5
TRX-11041,2023-06-02,Vino Malbec,8,3057.27,CLI-1417,San Juan,Transferencia,Marta Gómez,1472.46
TRX-11318,2023-01-25,Vino Blend,7,8825.17,CLI-974,Catamarca,,Soporte Ventas,405.09
TRX-12378,2023-07-14,Vino Rosado,7,5433.14,CLI-967,Neuquén,,Luis Rodriguez,827.53
TRX-11518,2023-02-20,Cabernet Sauvignon,8,11787.6,CLI-1181,Salta,App Mobile,Soporte Ventas,1106.87
TRX-10367,2023-09-02,Espumante,15,9175.48,CLI-564,Salta,Efectivo,Ana García,209.95
TRX-11686,2023-09-27,Bonarda,12,5329.01,CLI-512,Catamarca,Tarjeta de Crédito,Marta Gómez,1113.45
TRX-10249,2023-05-22,Vino Chardonnay,6,9088.81,CLI-880,Salta,Efectivo,Luis Rodriguez,1300.22
TRX-11604,2023-09-27,Bonarda,15,6639.57,CLI-997,Catamarca,Tarjeta de Crédito,Marta Gómez,1180.01
TRX-10135,2023-08-01,Vino Malbec,20,11505.41,CLI-1047,San Juan,Efectivo,Soporte Ventas,1300.24
TRX-10877,2023-08-04,Vino Malbec,15,6273.83,CLI-616,La Rioja,App Mobile,Soporte Ventas,373.15
TRX-10047,2023-11-06,Bonarda,6,2903.81,CLI-692,Neuquén,,Marta Gómez,1084.57
TRX-11886,2023-01-31,Vino Blend,18,10021.91,CLI-938,Mendoza,Tarjeta de Crédito,Soporte Ventas,994.98
TRX-10806,2023-12-16,Vino Chardonnay,21,4034.25,CLI-1352,Mendoza,Transferencia,Ana García,1475.07
TRX-12082,2023-11-13,Bonarda,21,3677.45,CLI-619,Mendoza,,Soporte Ventas,1435.44
TRX-12151,2023-06-29,Bonarda,19,5822.34,CLI-1185,Catamarca,Efectivo,Soporte Ventas,1383.43
TRX-10347,2023-02-02,Bonarda,2,3340.03,CLI-506,Salta,Tarjeta de Crédito,Soporte Ventas,1054.35
TRX-11083,2024-02-28,Bonarda,23,6734.81,CLI-978,Salta,Tarjeta de Crédito,Marta Gómez,778.98
TRX-11993,2023-11-03,Vino Rosado,1,10366.37,CLI-1036,La Rioja,App Mobile,Marta Gómez,1070.93
TRX-10061,2023-04-02,Espumante,1,3117.96,CLI-1336,Salta,App Mobile,Luis Rodriguez,1374.03
TRX-12124,2023-02-08,Vino Malbec,20,7628.54,CLI-951,Mendoza,Tarjeta de Crédito,Ana García,473.65
TRX-10691,2023-06-12,Bonarda,15,8871.07,CLI-780,La Rioja,,Juan Pérez,691.81
TRX-10095,2023-12-24,Vino Chardonnay,19,5624.36,CLI-1016,Salta,,Marta Gómez,635.85
TRX-10478,2024-02-21,Vino Malbec,4,10206.19,CLI-686,Catamarca,App Mobile,Ana García,881.02
TRX-11791,2023-07-22,Espumante,3,8592.87,CLI-627,Mendoza,,Ana García,1191.01
TRX-10571,2024-01-03,Espumante,15,9958.06,CLI-1422,Neuquén,Transferencia,Soporte Ventas,967.42
TRX-10907,2024-03-18,Espumante,24,11191.67,CLI-696,Mendoza,Transferencia,Juan Pérez,325.34
TRX-10634,2023-10-24,,23,,CLI-946,Mendoza,Efectivo,Juan Pérez,500.56
TRX-10931,2023-05-03,Cabernet Sauvignon,6,4944.37,CLI-813,San Juan,Efectivo,Luis Rodriguez,288.45
TRX-11160,2023-09-10,Vino Rosado,16,3023.6,CLI-941,Salta,Transferencia,Ana García,1192.11
TRX-11262,2024-03-10,,24,1898.23,CLI-1140,San Juan,Efectivo,Ana García,278.8
TRX-10772,2023-09-11,Espumante,11,10885.38,CLI-623,Salta,App Mobile,Luis Rodriguez,880.84
TRX-10322,2023-10-01,Vino Malbec,9,7143.3,CLI-794,Neuquén,Tarjeta de Crédito,Ana García,1005.8
TRX-11170,2023-11-01,Espumante,14,6133.02,CLI-918,Neuquén,Tarjeta de Crédito,Luis Rodriguez,1087.73
TRX-12485,2024-02-26,Vino Malbec,14,4972.47,CLI-713,San Juan,Transferencia,Juan Pérez,951.42
TRX-10711,2023-06-08,Vino Blend,21,2991.23,CLI-658,Neuquén,,Soporte Ventas,1393.09
TRX-11806,05/04/2023,Bonarda,2,10207.61,CLI-881,Salta,Transferencia,Marta Gómez,563.71
TRX-11592,2023-09-25,Bonarda,4,6233.43,CLI-580,San Juan,Tarjeta de Crédito,Ana García,536.94
TRX-11969,2023-12-08,Vino Blend,18,8904.6,CLI-1152,San Juan,Transferencia,Luis Rodriguez,317.66
TRX-11825,2023-12-18,Syrah,15,6912.84,CLI-1456,Mendoza,Tarjeta de Crédito,Marta Gómez,1134.89
TRX-11210,2023-03-06,Vino Rosado,19,1693.83,CLI-696,La Rioja,Tarjeta de Crédito,Soporte Ventas,241.36
TRX-11965,2024-02-26,Vino Chardonnay,5,6363.95,CLI-709,Salta,App Mobile,Marta Gómez,952.43
TRX-10291,2024-02-19,Vino Chardonnay,17,2032.66,CLI-720,La Rioja,App Mobile,Juan Pérez,610.08
TRX-10782,2023-12-02,Cabernet Sauvignon,23,1930.42,CLI-708,San Juan,App Mobile,Marta Gómez,856.74
TRX-10994,2024-03-12,Syrah,17,7432.01,CLI-1304,Neuquén,App Mobile,Ana García,1184.79
TRX-10533,2024-03-24,Vino Blend,1,7063.0,CLI-1074,Neuquén,,Soporte Ventas,994.46
TRX-11600,2024-01-09,Cabernet Sauvignon,9,10021.76,CLI-980,Salta,Tarjeta de Crédito,Ana García,322.81
TRX-10651,2023-05-01,Vino Rosado,5,10186.4,CLI-1438,La Rioja,Tarjeta de Crédito,Juan Pérez,833.61
TRX-11983,2023-11-26,Vino Rosado,10,5353.98,CLI-740,La Rioja,,Juan Pérez,1051.0
TRX-11730,2023-03-15,Bonarda,24,7297.84,CLI-597,La Rioja,App Mobile,Luis Rodriguez,1098.42
TRX-10231,2023-06-02,Vino Blend,16,5007.61,CLI-927,Mendoza,App Mobile,Luis Rodriguez,298.55
TRX-12223,2023-09-10,Vino Blend,20,9226.33,CLI-986,Neuquén,Transferencia,Juan Pérez,1044.43
TRX-11618,2023-10-17,Bonarda,16,7774.13,CLI-1237,Salta,Transferencia,Ana García,1293.07
TRX-12091,2023-10-20,Vino Rosado,11,4683.64,CLI-1035,Neuquén,Tarjeta de Crédito,Soporte Ventas,1276.43
TRX-10428,2023-04-18,Vino Malbec,15,2633.89,CLI-1093,San Juan,,Ana García,277.06
TRX-11734,2023-07-25,Syrah,18,10543.7,CLI-1496,La Rioja,,Luis Rodriguez,1304.68
TRX-12424,2023-12-01,Vino Chardonnay,9,8319.35,CLI-573,La Rioja,App Mobile,Luis Rodriguez,687.83
TRX-11183,2023-07-27,Bonarda,7,9788.28,CLI-570,Catamarca,Tarjeta de Crédito,Luis Rodriguez,1213.84
TRX-10363,2023-05-17,Vino Malbec,17,8955.0,CLI-1073,Mendoza,App Mobile,Soporte Ventas,613.68
TRX-11063,2023-02-27,Espumante,7,3486.09,CLI-902,Neuquén,Tarjeta de Crédito,Ana García,1339.07
TRX-10724,2023-05-17,Bonarda,5,11010.3,CLI-995,Mendoza,Transferencia,Juan Pérez,1415.03
TRX-12447,2023-07-29,Bonarda,4,2339.22,CLI-802,Catamarca,Transferencia,Juan Pérez,618.19
TRX-12127,2023-09-19,Vino Chardonnay,8,3503.16,CLI-1347,Mendoza,Tarjeta de Crédito,Ana García,463.53
TRX-12232,2023-11-04,Cabernet Sauvignon,4,11482.68,CLI-1267,Neuquén,Transferencia,Luis Rodriguez,1367.84
TRX-11935,2023-05-22,Vino Malbec,11,4706.2,CLI-1347,La Rioja,Tarjeta de Crédito,Luis Rodriguez,350.62
TRX-10815,2023-05-20,Vino Rosado,4,9535.31,CLI-1413,Mendoza,,Soporte Ventas,559.67
TRX-11670,2023-01-03,Vino Rosado,22,8043.31,CLI-1089,La Rioja,App Mobile,Soporte Ventas,298.91
TRX-10143,2023-10-25,Syrah,12,2466.58,CLI-1323,La Rioja,Efectivo,Ana García,723.49
TRX-10379,2023-04-05,Syrah,19,7503.29,CLI-944,Mendoza,Efectivo,Luis Rodriguez,576.63
TRX-12198,2023-06-30,Syrah,15,10991.51,CLI-852,Neuquén,Tarjeta de Crédito,Marta Gómez,345.11
TRX-11397,2023-11-05,Vino Rosado,15,1829.67,CLI-1412,Neuquén,Efectivo,Marta Gómez,1184.65
TRX-10774,2023-06-25,Vino Malbec,2,4343.71,CLI-540,La Rioja,Efectivo,Ana García,1108.05
TRX-11192,2023-04-15,Vino Blend,12,4085.72,CLI-802,La Rioja,Tarjeta de Crédito,Ana García,1171.25
TRX-10250,2023-06-26,Vino Malbec,9,5768.91,CLI-871,Catamarca,Tarjeta de Crédito,Marta Gómez,1422.4
TRX-11128,2023-05-17,Bonarda,5,2511.96,CLI-992,San Juan,Efectivo,Soporte Ventas,1270.4
TRX-11359,2023-08-12,Syrah,10,4039.66,CLI-673,Neuquén,App Mobile,Ana García,384.27
TRX-12387,2024-02-17,Espumante,5,2414.02,CLI-1192,La Rioja,,Luis Rodriguez,658.18
TRX-11057,2023-01-12,Espumante,4,11990.28,CLI-822,San Juan,,Luis Rodriguez,203.82
TRX-11060,2023-10-22,Vino Malbec,16,1901.44,CLI-1342,Catamarca,,Luis Rodriguez,690.92
TRX-11970,2023-12-11,Vino Rosado,17,9238.51,CLI-530,Salta,App Mobile,Juan Pérez,684.76
TRX-10733,2023-01-15,Vino Rosado,14,6025.25,CLI-1486,Mendoza,,Soporte Ventas,1465.31
TRX-12328,2023-06-26,Vino Chardonnay,21,11003.63,CLI-730,La Rioja,Transferencia,Soporte Ventas,1459.36
TRX-11044,2023-12-23,Vino Malbec,14,7852.97,CLI-688,Mendoza,Transferencia,Luis Rodriguez,342.52
TRX-11765,2023-12-03,Vino Rosado,13,7522.11,CLI-1438,San Juan,Efectivo,Juan Pérez,911.5
TRX-11248,2024-01-09,Espumante,19,1622.76,CLI-949,Neuquén,Transferencia,Luis Rodriguez,685.82
TRX-12220,2023-10-12,Espumante,11,2434.92,CLI-1412,Catamarca,Tarjeta de Crédito,Marta Gómez,804.39
TRX-10070,2024-02-05,Vino Malbec,14,9983.64,CLI-1420,Salta,Tarjeta de Crédito,Soporte Ventas,1245.29
TRX-10996,2023-08-26,Cabernet Sauvignon,20,10598.33,CLI-1114,Neuquén,Tarjeta de Crédito,Soporte Ventas,829.71
TRX-11187,2023-11-24,Bonarda,16,8404.29,CLI-943,Catamarca,,Juan Pérez,1317.08
TRX-12164,2023-01-20,Bonarda,9,10847.05,CLI-1145,Neuquén,Tarjeta de Crédito,Soporte Ventas,1430.32
TRX-10811,2023-01-18,Syrah,7,1617.8,CLI-1348,San Juan,,Marta Gómez,712.14
TRX-10316,2023-06-12,Vino Chardonnay,1,10004.76,CLI-701,Mendoza,App Mobile,Marta Gómez,628.86
TRX-11084,2023-01-06,Vino Rosado,14,10655.36,CLI-730,San Juan,Efectivo,Ana García,782.18
TRX-12197,2023-08-18,Vino Malbec,5,8250.83,CLI-1252,Neuquén,,Soporte Ventas,797.65
TRX-10918,2023-09-08,Syrah,10,2036.68,CLI-1458,Neuquén,Transferencia,Juan Pérez,1217.12
TRX-12268,2023-11-03,Vino Blend,3,9831.2,CLI-909,Mendoza,Tarjeta de Crédito,Marta Gómez,913.81
TRX-10764,2023-10-12,Vino Blend,21,4924.26,CLI-1279,Catamarca,,Marta Gómez,292.56
TRX-11244,2024-01-27,Bonarda,9,2485.45,CLI-624,Catamarca,Transferencia,Marta Gómez,1104.41
TRX-10772,2023-09-11,Espumante,11,10885.38,CLI-623,SALTA,App Mobile,Luis Rodriguez,880.84
TRX-12231,2023-09-06,Cabernet Sauvignon,1,11066.92,CLI-1443,San Juan,Efectivo,Ana García,484.87
TRX-11197,2023-06-24,Syrah,6,9346.22,CLI-943,Catamarca,Efectivo,Marta Gómez,779.87
TRX-11735,2023-03-21,Bonarda,13,6815.75,CLI-1020,Neuquén,Efectivo,Ana García,345.87
TRX-11804,2023-09-24,Vino Blend,5,7027.37,CLI-725,Mendoza,App Mobile,Marta Gómez,396.24
TRX-10329,2024-02-02,Syrah,2,11353.28,CLI-1242,San Juan,,Luis Rodriguez,1039.33
TRX-11981,2023-12-28,Vino Chardonnay,18,3247.34,CLI-545,Salta,Efectivo,Ana García,577.16
TRX-11028,2023-06-02,Espumante,12,7879.98,CLI-665,La Rioja,Transferencia,Soporte Ventas,1424.47
TRX-12299,2023-05-18,Cabernet Sauvignon,23,11510.59,CLI-1349,San Juan,Efectivo,Marta Gómez,394.45
TRX-11208,2023-01-04,Bonarda,17,10717.38,CLI-1187,Salta,Efectivo,Ana García,1241.18
TRX-11358,2024-02-28,Syrah,3,8250.33,CLI-1445,Mendoza,Transferencia,Ana García,1297.46
TRX-11362,2024-02-04,Vino Blend,17,8735.75,CLI-535,San Juan,Tarjeta de Crédito,Luis Rodriguez,1215.62
TRX-10814,2023-05-09,Vino Chardonnay,11,11020.22,CLI-1272,Catamarca,Tarjeta de Crédito,Juan Pérez,275.24
TRX-10800,2023-02-07,Cabernet Sauvignon,1,5664.3,CLI-1448,Salta,,Luis Rodriguez,682.37
TRX-11980,2023-04-04,,22,3714.57,CLI-705,Catamarca,Efectivo,Soporte Ventas,1384.55
TRX-12437,2023-02-08,Espumante,14,10999.81,CLI-635,La Rioja,Tarjeta de Crédito,Luis Rodriguez,1179.58
TRX-10991,2023-08-03,Vino Rosado,2,7527.77,CLI-1283,Mendoza,Efectivo,Luis Rodriguez,635.97
TRX-12011,2023-01-14,Cabernet Sauvignon,10,3856.36,CLI-1084,San Juan,Tarjeta de Crédito,Soporte Ventas,1163.13
TRX-12080,2023-05-06,Vino Chardonnay,18,11882.04,CLI-685,San Juan,App Mobile,Soporte Ventas,1301.76
TRX-10497,2023-06-01,Bonarda,24,2684.49,CLI-1374,Mendoza,Transferencia,Juan Pérez,1472.27
TRX-10878,2023-08-23,Cabernet Sauvignon,6,7732.78,CLI-1168,San Juan,Transferencia,Juan Pérez,1340.41
TRX-11025,2024-01-16,Syrah,6,6459.88,CLI-1385,Catamarca,Transferencia,Marta Gómez,1037.11
TRX-11524,2023-04-25,Syrah,7,11072.16,CLI-929,Neuquén,App Mobile,Juan Pérez,257.75
TRX-12479,2023-07-07,Syrah,12,1950.03,CLI-1317,La Rioja,App Mobile,Soporte Ventas,1279.86
TRX-11343,2023-07-24,Vino Malbec,10,8483.72,CLI-687,Mendoza,App Mobile,Ana García,317.29
TRX-10010,2023-11-28,Vino Malbec,5,-500.0,CLI-1208,Mendoza,,Juan Pérez,209.27
TRX-12480,2023-07-28,Vino Rosado,24,10602.49,CLI-1067,Mendoza,App Mobile,Ana García,435.91
TRX-10233,2023-02-20,Syrah,24,8824.82,CLI-1474,Catamarca,Transferencia,Soporte Ventas,273.9
TRX-11069,2023-02-18,,10,5974.28,CLI-838,Neuquén,App Mobile,Marta Gómez,572.71
TRX-10114,2024-03-12,Vino Blend,2,8473.56,CLI-922,Neuquén,Tarjeta de Crédito,Soporte Ventas,223.45
TRX-10983,2023-04-07,Vino Malbec,24,5794.28,CLI-511,Salta,,Juan Pérez,1186.46
TRX-10633,2023-07-15,Syrah,24,,CLI-1027,San Juan,App Mobile,Juan Pérez,637.39
TRX-11671,2023-02-07,Syrah,17,3078.54,CLI-1327,Catamarca,Efectivo,Soporte Ventas,1414.33
TRX-10415,2024-02-07,Vino Blend,1,9135.75,CLI-860,Neuquén,Transferencia,Soporte Ventas,1292.33
TRX-12203,2024-01-12,Vino Chardonnay,5,,CLI-706,Mendoza,Tarjeta de Crédito,Luis Rodriguez,1306.15
TRX-12408,2023-05-15,Vino Rosado,5,11138.65,CLI-617,Neuquén,,Ana García,1063.92
TRX-10716,2024-01-17,Cabernet Sauvignon,8,6085.94,CLI-1417,San Juan,App Mobile,Soporte Ventas,1094.36
TRX-11454,2024-01-08,Vino Malbec,10,4596.81,CLI-1453,Neuquén,,Ana García,1034.88
TRX-11156,2024-01-02,Espumante,12,,CLI-1222,Mendoza,Tarjeta de Crédito,Marta Gómez,761.26
TRX-10837,2023-09-17,Bonarda,8,4677.41,CLI-849,Neuquén,Tarjeta de Crédito,Marta Gómez,1351.99
TRX-10017,2023-11-18,Vino Rosado,15,3418.8,CLI-1156,Salta,,Luis Rodriguez,888.67
TRX-12388,2024-03-22,Vino Blend,3,10221.29,CLI-891,Salta,Efectivo,Juan Pérez,593.29
TRX-11784,2023-05-09,Vino Blend,24,4979.93,CLI-703,Mendoza,Tarjeta de Crédito,Ana García,648.85
TRX-12056,2023-01-30,Vino Blend,9,3503.65,CLI-554,Mendoza,Tarjeta de Crédito,Juan Pérez,846.4
TRX-12267,2023-04-21,Syrah,21,4571.87,CLI-1123,La Rioja,App Mobile,Ana García,1460.66
TRX-10596,2023-01-10,Bonarda,1,3021.76,CLI-848,La Rioja,Efectivo,Juan Pérez,1320.53
TRX-11989,2023-06-07,Bonarda,9,3045.14,CLI-656,San Juan,App Mobile,Juan Pérez,1172.41
TRX-12213,2024-03-03,Vino Rosado,9,3582.84,CLI-1312,Salta,App Mobile,Luis Rodriguez,527.29
TRX-11536,2023-04-14,Bonarda,20,11721.56,CLI-525,Neuquén,Tarjeta de Crédito,Juan Pérez,985.1
TRX-11584,2024-02-16,Vino Chardonnay,1,3025.72,CLI-1022,La Rioja,Efectivo,Juan Pérez,1405.58
TRX-11482,2023-04-11,Cabernet Sauvignon,4,9450.97,CLI-1255,La Rioja,,Ana García,890.89
TRX-11204,2023-04-06,Cabernet Sauvignon,22,2154.03,CLI-739,San Juan,Efectivo,Soporte Ventas,902.61
TRX-10371,2023-11-22,Vino Rosado,4,10923.81,CLI-1216,Mendoza,,Juan Pérez,874.11
TRX-11409,2023-08-19,Espumante,16,2645.33,CLI-1310,Mendoza,Efectivo,Luis Rodriguez,624.14
TRX-11859,2023-03-15,Vino Blend,15,3140.56,CLI-1276,Neuquén,,Juan Pérez,1363.77
TRX-12033,2024-03-20,Vino Chardonnay,7,,CLI-616,Salta,App Mobile,Ana García,1393.26
TRX-10598,2023-01-24,Syrah,4,5108.43,CLI-1102,La Rioja,,Luis Rodriguez,369.53
TRX-10676,2023-05-23,Vino Blend,5,5988.81,CLI-1343,Mendoza,,Marta Gómez,375.05
TRX-10238,2023-02-21,Vino Malbec,16,7461.58,CLI-573,Salta,Transferencia,Luis Rodriguez,430.52
TRX-10284,2023-10-28,Syrah,4,7394.33,CLI-559,La Rioja,Efectivo,Marta Gómez,1493.72
TRX-11841,2023-12-03,Cabernet Sauvignon,2,4025.18,CLI-507,SALTA,Transferencia,Juan Pérez,1270.35
TRX-10911,2023-05-12,Vino Rosado,4,8309.76,CLI-690,Neuquén,App Mobile,Ana García,408.7
TRX-11153,2023-09-20,Bonarda,5,9846.47,CLI-936,Mendoza,App Mobile,Marta Gómez,1260.13
TRX-10075,2024-01-03,Bonarda,14,10729.13,CLI-1052,Salta,Tarjeta de Crédito,Ana García,961.52
TRX-11872,2023-05-14,Vino Chardonnay,8,2991.93,CLI-758,Catamarca,Tarjeta de Crédito,Ana García,590.57
TRX-10086,2023-05-12,Syrah,23,11814.53,CLI-1436,Salta,Efectivo,Juan Pérez,1160.7
TRX-10425,2023-06-18,Vino Rosado,24,3728.67,CLI-786,Catamarca,Transferencia,Marta Gómez,907.46
TRX-10260,2024-03-12,Vino Rosado,12,5004.23,CLI-894,Catamarca,Tarjeta de Crédito,Marta Gómez,495.75
TRX-10629,2023-02-08,Bonarda,14,9806.03,CLI-1235,San Juan,Tarjeta de Crédito,Ana García,599.39
TRX-12363,2024-03-04,Syrah,23,5977.66,CLI-569,Salta,App Mobile,Marta Gómez,1227.97
TRX-11722,2023-05-18,Vino Rosado,2,3185.79,CLI-625,Catamarca,Tarjeta de Crédito,Soporte Ventas,1133.13
TRX-11209,07/03/2024,Bonarda,13,7325.08,CLI-1249,Salta,Transferencia,Soporte Ventas,1466.7
TRX-11601,2023-09-01,Vino Chardonnay,20,4768.06,CLI-1229,Salta,,Juan Pérez,853.81
TRX-11202,2024-02-13,Espumante,12,,CLI-998,Mendoza,Tarjeta de Crédito,Marta Gómez,1165.86
TRX-10005,2023-02-24,Syrah,9999,10777.0,CLI-1166,Neuquén,Tarjeta de Crédito,Luis Rodriguez,1020.56
TRX-11665,2023-05-03,Cabernet Sauvignon,12,6151.31,CLI-826,La Rioja,App Mobile,Ana García,1302.81
TRX-11994,2024-03-12,Syrah,22,6444.32,CLI-1209,Salta,App Mobile,Ana García,1056.15
TRX-10096,2023-08-15,Vino Malbec,13,1752.29,CLI-1190,San Juan,Efectivo,Ana García,951.32
TRX-10842,2023-03-28,Cabernet Sauvignon,8,2745.48,CLI-1070,La Rioja,Efectivo,Juan Pérez,1161.91
TRX-11253,2023-12-14,Vino Rosado,7,11134.82,CLI-1047,Salta,Efectivo,Ana García,818.38
TRX-11484,2023-08-28,Syrah,16,6349.31,CLI-1153,Catamarca,App Mobile,Luis Rodriguez,1106.97
TRX-10621,2023-07-30,Vino Malbec,22,7984.64,CLI-714,Neuquén,Transferencia,Juan Pérez,1467.3
TRX-12362,2024-02-22,Bonarda,11,9324.69,CLI-1056,Salta,,Luis Rodriguez,816.27
TRX-10388,2023-09-10,Syrah,11,8216.6,CLI-933,Neuquén,Efectivo,Marta Gómez,1409.64
TRX-10566,2023-01-30,Bonarda,15,10552.7,CLI-1149,Salta,Tarjeta de Crédito,Soporte Ventas,805.61
TRX-11541,2023-06-12,Vino Malbec,1,9112.58,CLI-959,Catamarca,Transferencia,Ana García,1170.11
TRX-11268,2023-06-23,Vino Malbec,19,6574.71,CLI-1210,Catamarca,App Mobile,Soporte Ventas,1241.11
TRX-12137,2023-06-14,Vino Chardonnay,20,3730.31,CLI-858,Neuquén,Efectivo,Juan Pérez,659.8
TRX-10051,2023-12-11,Espumante,7,2185.45,CLI-708,Neuquén,Tarjeta de Crédito,Soporte Ventas,956.32
TRX-10827,2023-11-08,Syrah,8,3651.81,CLI-914,Catamarca,Tarjeta de Crédito,Marta Gómez,1146.75
TRX-12150,2023-04-06,Cabernet Sauvignon,10,,CLI-1101,Catamarca,Efectivo,Soporte Ventas,787.19
TRX-11300,2023-04-16,Syrah,5,11610.52,CLI-858,Mendoza,Tarjeta de Crédito,Soporte Ventas,1161.34
TRX-11918,2023-02-12,Bonarda,15,5078.16,CLI-929,Neuquén,,Soporte Ventas,862.89
TRX-10534,2023-03-13,Cabernet Sauvignon,14,8560.0,CLI-1350,San Juan,Efectivo,Marta Gómez,986.69
TRX-10745,2023-07-12,Syrah,11,6798.84,CLI-1332,Salta,Tarjeta de Crédito,Juan Pérez,716.42
TRX-10311,2023-06-10,Vino Chardonnay,15,,CLI-1303,Salta,,Juan Pérez,527.93
TRX-12000,2023-05-19,Vino Rosado,17,6158.08,CLI-682,Catamarca,,Juan Pérez,1476.3
TRX-10443,2024-01-01,Cabernet Sauvignon,14,2405.16,CLI-632,Neuquén,Tarjeta de Crédito,Ana García,1105.49
TRX-12041,2024-01-02,Cabernet Sauvignon,8,4254.49,CLI-1226,Salta,Transferencia,Ana García,1411.43
TRX-10195,2023-08-15,Espumante,2,11296.71,CLI-1177,Neuquén,App Mobile,Ana García,638.28
TRX-12257,2023-05-06,Vino Chardonnay,18,2419.23,CLI-779,Catamarca,App Mobile,Juan Pérez,473.37
TRX-12061,2023-04-11,Bonarda,5,4461.13,CLI-1413,Catamarca,Efectivo,Juan Pérez,403.23
TRX-12002,2023-07-05,Vino Blend,22,1704.74,CLI-513,Catamarca,Tarjeta de Crédito,Soporte Ventas,888.88
TRX-10952,2023-04-16,Espumante,1,10971.78,CLI-1346,La Rioja,Efectivo,Soporte Ventas,1243.88
TRX-10302,2023-06-09,Vino Malbec,18,2207.69,CLI-1273,La Rioja,Tarjeta de Crédito,Ana García,1374.29
TRX-11435,2023-09-14,Vino Malbec,7,10491.92,CLI-1318,San Juan,Tarjeta de Crédito,Soporte Ventas,1123.36
TRX-10454,2023-07-30,Bonarda,22,5787.16,CLI-672,La Rioja,,Juan Pérez,1075.97
TRX-10241,2023-08-01,Vino Malbec,2,11344.73,CLI-617,Neuquén,Transferencia,Juan Pérez,681.23
TRX-10020,2023-01-29,Syrah,24,11534.53,CLI-1176,MENDOZA,Transferencia,Ana García,483.93
TRX-11960,2023-06-09,Vino Blend,22,4913.83,CLI-1195,La Rioja,App Mobile,Soporte Ventas,303.89
TRX-10644,2023-07-08,Vino Chardonnay,7,3106.14,CLI-1130,Mendoza,,Soporte Ventas,552.0
TRX-10879,2023-07-25,Vino Chardonnay,22,7903.38,CLI-717,Catamarca,,Soporte Ventas,427.96
TRX-10037,2023-09-12,Cabernet Sauvignon,14,6421.99,CLI-1215,Neuquén,Tarjeta de Crédito,Soporte Ventas,872.18
TRX-11937,2024-02-10,Vino Rosado,3,3957.87,CLI-753,Catamarca,Transferencia,Ana García,1036.38
TRX-10384,2023-11-30,,13,3063.11,CLI-732,La Rioja,Transferencia,Soporte Ventas,766.75
TRX-10120,2023-11-19,Cabernet Sauvignon,12,6097.12,CLI-677,San Juan,Tarjeta de Crédito,Ana García,1440.9
TRX-11173,2023-05-31,Vino Malbec,21,7212.63,CLI-1317,Salta,Tarjeta de Crédito,Juan Pérez,739.53
TRX-11292,2023-01-11,Vino Blend,23,,CLI-561,Catamarca,Transferencia,Soporte Ventas,664.75
TRX-11221,2023-06-15,Vino Rosado,16,3519.26,CLI-976,San Juan,Transferencia,Ana García,448.47
TRX-10206,2023-06-27,Cabernet Sauvignon,11,8521.66,CLI-932,Neuquén,Tarjeta de Crédito,Ana García,504.55
TRX-11606,2023-11-13,Vino Blend,24,10193.7,CLI-670,Salta,,Luis Rodriguez,928.93
TRX-12306,2023-12-30,Vino Rosado,12,10204.94,CLI-1453,Salta,App Mobile,Soporte Ventas,267.8
TRX-10134,2023-08-16,Syrah,15,5858.37,CLI-962,Salta,Efectivo,Luis Rodriguez,1314.55
TRX-10509,2023-12-08,Vino Malbec,1,6914.69,CLI-783,La Rioja,Efectivo,Soporte Ventas,778.04
TRX-10213,2023-08-24,Vino Chardonnay,7,11529.92,CLI-1162,Catamarca,Tarjeta de Crédito,Marta Gómez,1292.86
TRX-11666,2023-10-09,Vino Malbec,12,2302.14,CLI-1358,Catamarca,Transferencia,Ana García,268.9
TRX-12348,2023-09-06,Vino Chardonnay,5,11310.33,CLI-1255,San Juan,Tarjeta de Crédito,Ana García,1058.18
TRX-10184,2024-01-31,Cabernet Sauvignon,15,1655.51,CLI-1318,Catamarca,Transferencia,Marta Gómez,1024.99
TRX-11385,2023-12-19,Syrah,17,4864.74,CLI-1036,Neuquén,Transferencia,Ana García,1496.55
TRX-11732,2023-06-05,Espumante,13,4127.78,CLI-1081,San Juan,,Luis Rodriguez,804.31
TRX-10511,2023-09-30,Espumante,13,2334.02,CLI-996,Catamarca,App Mobile,Luis Rodriguez,628.07
TRX-10919,2023-12-07,Vino Rosado,19,3229.53,CLI-882,Mendoza,Tarjeta de Crédito,Luis Rodriguez,1326.16
TRX-10062,2023-03-31,Vino Malbec,13,7607.64,CLI-672,San Juan,App Mobile,Marta Gómez,1188.63
TRX-10529,2023-11-25,Vino Blend,21,8338.91,CLI-908,Neuquén,,Marta Gómez,681.04
TRX-10091,2023-05-25,Vino Chardonnay,13,3448.19,CLI-1420,La Rioja,App Mobile,Soporte Ventas,1413.52
